drugname,reac,freq
PREGABALIN,Fall,21
PREGABALIN,General physical health deterioration,20
PREGABALIN,Pyrexia,20
PREGABALIN,Condition aggravated,20
PREGABALIN,Peripheral swelling,19
PREGABALIN,Nasopharyngitis,19
PREGABALIN,Death,19
PREGABALIN,Weight increased,19
PREGABALIN,Neutropenia,19
PREGABALIN,Insomnia,18
PREGABALIN,Rash,18
PREGABALIN,Hypoaesthesia,17
PREGABALIN,Gait disturbance,17
PREGABALIN,Hypertension,17
PREGABALIN,Tachycardia,17
PREGABALIN,Weight decreased,16
PREGABALIN,Alopecia,16
PREGABALIN,Cough,16
PREGABALIN,Anxiety,16
PREGABALIN,Dyspnoea,15
PREGABALIN,Platelet count decreased,15
PREGABALIN,Lymphocyte count decreased,15
PREGABALIN,Seizure,15
PREGABALIN,Muscular weakness,14
PREGABALIN,Neuropathy peripheral,14
PREGABALIN,Product dose omission issue,14
PREGABALIN,Dyspepsia,13
PREGABALIN,Illness,13
PREGABALIN,Leukopenia,13
PREGABALIN,Paraesthesia,13
PREGABALIN,Back pain,13
PREGABALIN,Blood pressure increased,12
PREGABALIN,Infection,12
PREGABALIN,Pneumonia,12
PREGABALIN,Decreased appetite,12
PREMARIN,Off label use,57
PREMARIN,Illness,24
PREMARIN,Pain,18
PREMARIN,Malaise,17
PREMARIN,Feeling abnormal,16
PREMARIN,Insomnia,16
PREMARIN,Fatigue,16
PREMARIN,Drug ineffective,15
PREMARIN,Headache,14
PREMARIN,Intentional product misuse,14
PREMARIN,Product dispensing error,14
PREMARIN,Weight decreased,13
PREMARIN,Product dose omission issue,11
PREMARIN,Asthenia,11
PREMARIN,Fall,11
PREMARIN,Product use issue,11
PREMARIN,Product prescribing error,11
PREMARIN,Migraine,10
PREMARIN,Dizziness,10
PREMARIN,Urinary tract infection,10
PREMARIN,Memory impairment,9
PREMARIN,Expired product administered,9
PREMARIN,Hypertension,9
PREMARIN,Hot flush,9
PREMARIN,COVID-19,9
PREMARIN,Pruritus,9
PREMARIN,Nausea,9
PREMARIN,Crying,8
PREMARIN,Night sweats,8
PREMARIN,Weight increased,8
PREMARIN,Hyperhidrosis,8
PREMARIN,Anxiety,7
PREMARIN,Drug effective for unapproved indication,7
PREMARIN,Pyrexia,7
PREMARIN,Nasopharyngitis,7
PREMARIN,Mood swings,6
PREMARIN,Stress,6
PREMARIN,Gait disturbance,6
PREMARIN,Depressed mood,6
PREMARIN,Intentional product use issue,6
PREMARIN,Sinusitis,6
PREMARIN,Arthralgia,6
PREMARIN,Condition aggravated,6
PREMARIN,Wrong technique in product usage process,6
PREMARIN,Hypoacusis,5
PREMARIN,Mental disorder,5
PREMARIN,Frustration tolerance decreased,5
PREMARIN,Alopecia,5
PREMARIN,Contraindicated product administered,5
PREMARIN,Vulvovaginal dryness,5
PREVACID,Vomiting,13
PREVACID,Off label use,11
PREVACID,Nausea,11
PREVACID,Dyspnoea,10
PREVACID,Incorrect route of product administration,10
PREVACID,Pain,10
PREVACID,Constipation,10
PREVACID,Drug hypersensitivity,9
PREVACID,Abdominal pain,9
PREVACID,Sepsis,9
PREVACID,Dry mouth,8
PREVACID,Death,8
PREVACID,Stress,8
PREVACID,Cardiogenic shock,8
PREVACID,Multiple organ dysfunction syndrome,8
PREVACID,Ascites,8
PREVACID,Abdominal distension,8
PREVACID,Condition aggravated,8
PREVACID,Fatigue,7
PREVACID,Diarrhoea,7
PREVACID,Pyrexia,7
PREVACID,Abdominal discomfort,7
PREVACID,Somnolence,7
PREVACID,Weight increased,6
PREVACID,Drug intolerance,6
PREVACID,General physical health deterioration,6
PREVACID,Fall,6
PREVACID,Weight decreased,6
PREVACID,Intentional product misuse,6
PREVACID,Bacterial infection,6
PREVACID,Product use in unapproved indication,6
PREVACID,Neuralgia,6
PREVACID,Swelling,6
PREVACID,Infusion related reaction,5
PREVACID,Blood cholesterol increased,5
PREVACID,Bronchitis,5
PREVACID,Product dose omission issue,5
PREVACID,Malaise,5
PREVACID,Asthma,5
PREVACID,Appendicolith,5
PREVACID,Hyponatraemia,5
PREVACID,Ventricular fibrillation,5
PREVACID,Appendicitis,5
PREVACID,Sleep disorder,5
PREVACID,Nasopharyngitis,4
PREVACID,Back pain,4
PREVACID,Pulmonary embolism,4
PREVACID,Pneumonia,4
PREVACID,Chills,4
PREVACID,COVID-19,4
PREZCOBIX,Emotional distress,47
PREZCOBIX,Pain,47
PREZCOBIX,Anxiety,42
PREZCOBIX,Anhedonia,40
PREZCOBIX,Chronic kidney disease,27
PREZCOBIX,Renal failure,21
PREZCOBIX,Bone density decreased,20
PREZCOBIX,Osteopenia,18
PREZCOBIX,Osteoporosis,18
PREZCOBIX,Depression,13
PREZCOBIX,Acute kidney injury,13
PREZCOBIX,Multiple fractures,11
PREZCOBIX,Bone demineralisation,11
PREZCOBIX,Renal impairment,10
PREZCOBIX,Fatigue,8
PREZCOBIX,Blood creatinine increased,7
PREZCOBIX,Gait disturbance,7
PREZCOBIX,Asthenia,7
PREZCOBIX,Bone loss,6
PREZCOBIX,Economic problem,6
PREZCOBIX,Foot fracture,6
PREZCOBIX,End stage renal disease,6
PREZCOBIX,Renal injury,6
PREZCOBIX,Osteonecrosis,5
PREZCOBIX,Drug ineffective,5
PREZCOBIX,Back pain,5
PREZCOBIX,Pollakiuria,4
PREZCOBIX,Proteinuria,4
PREZCOBIX,Hyperkalaemia,4
PREZCOBIX,Mobility decreased,4
PREZCOBIX,Anaemia,4
PREZCOBIX,Loss of personal independence in daily activities,4
PREZCOBIX,Insomnia,3
PREZCOBIX,Rib fracture,3
PREZCOBIX,Nephropathy,3
PREZCOBIX,Ankle fracture,3
PREZCOBIX,Vitamin D deficiency,3
PREZCOBIX,Nephrolithiasis,3
PREZCOBIX,Protein urine present,3
PREZCOBIX,Fanconi syndrome acquired,2
PREZCOBIX,Renal disorder,2
PREZCOBIX,Renal tubular disorder,2
PREZCOBIX,Hypertension,2
PREZCOBIX,Osteoporotic fracture,2
PREZCOBIX,Facial bones fracture,2
PREZCOBIX,Renal cyst,2
PREZCOBIX,Nephrogenic anaemia,2
PREZCOBIX,Seizure,2
PREZCOBIX,Weight increased,2
PREZCOBIX,Hip fracture,2
PREZISTA,Emotional distress,82
PREZISTA,Pain,82
PREZISTA,Anxiety,78
PREZISTA,Anhedonia,77
PREZISTA,Chronic kidney disease,49
PREZISTA,Renal failure,34
PREZISTA,Osteoporosis,33
PREZISTA,Osteopenia,23
PREZISTA,Acute kidney injury,21
PREZISTA,Depression,19
PREZISTA,Bone density decreased,18
PREZISTA,Bone demineralisation,18
PREZISTA,Economic problem,17
PREZISTA,Blood creatinine increased,16
PREZISTA,Fatigue,15
PREZISTA,Renal impairment,15
PREZISTA,Multiple fractures,12
PREZISTA,Foot fracture,11
PREZISTA,End stage renal disease,10
PREZISTA,Renal injury,10
PREZISTA,Asthenia,9
PREZISTA,Back pain,8
PREZISTA,Bone loss,8
PREZISTA,Decreased activity,8
PREZISTA,Gait disturbance,8
PREZISTA,Quality of life decreased,7
PREZISTA,Skeletal injury,7
PREZISTA,Loss of personal independence in daily activities,7
PREZISTA,Vitamin D deficiency,7
PREZISTA,Nephropathy,6
PREZISTA,Osteonecrosis,6
PREZISTA,Pollakiuria,6
PREZISTA,Ankle fracture,5
PREZISTA,Fanconi syndrome acquired,5
PREZISTA,Rib fracture,5
PREZISTA,Mobility decreased,4
PREZISTA,Nephrolithiasis,4
PREZISTA,Proteinuria,4
PREZISTA,Tooth loss,4
PREZISTA,Insomnia,4
PREZISTA,Hypertension,4
PREZISTA,Anaemia,4
PREZISTA,Hypothyroidism,4
PREZISTA,Wrist fracture,3
PREZISTA,Fear,3
PREZISTA,Osteoarthritis,3
PREZISTA,Chronic kidney disease-mineral and bone disorder,3
PREZISTA,Gait inability,3
PREZISTA,Hip fracture,3
PREZISTA,Drug ineffective,3
PRILOSEC,COVID-19,21
PRILOSEC,Fatigue,16
PRILOSEC,Headache,15
PRILOSEC,Sinusitis,14
PRILOSEC,Nausea,12
PRILOSEC,Pain,12
PRILOSEC,Product dose omission issue,11
PRILOSEC,Influenza,11
PRILOSEC,Arthralgia,9
PRILOSEC,Diarrhoea,9
PRILOSEC,Abdominal pain upper,9
PRILOSEC,Urinary tract infection,9
PRILOSEC,Bronchitis,9
PRILOSEC,Dizziness,8
PRILOSEC,Pyrexia,8
PRILOSEC,Seasonal allergy,8
PRILOSEC,Weight increased,8
PRILOSEC,Fall,8
PRILOSEC,Upper respiratory tract infection,7
PRILOSEC,Cough,7
PRILOSEC,Weight decreased,7
PRILOSEC,Dyspnoea,6
PRILOSEC,Off label use,6
PRILOSEC,Pneumonia,6
PRILOSEC,Respiratory tract infection,6
PRILOSEC,Ear infection,6
PRILOSEC,Inappropriate schedule of product administration,6
PRILOSEC,Drug ineffective,6
PRILOSEC,Malaise,6
PRILOSEC,Feeling abnormal,5
PRILOSEC,Constipation,5
PRILOSEC,Back pain,5
PRILOSEC,Memory impairment,5
PRILOSEC,Multiple allergies,5
PRILOSEC,Nasopharyngitis,5
PRILOSEC,Oropharyngeal pain,5
PRILOSEC,Insomnia,5
PRILOSEC,Rash,4
PRILOSEC,Infection,4
PRILOSEC,Gait disturbance,4
PRILOSEC,Anaemia,4
PRILOSEC,Cyst,4
PRILOSEC,Nephrolithiasis,4
PRILOSEC,Asthma,4
PRILOSEC,Infusion related reaction,4
PRILOSEC,Product use in unapproved indication,4
PRILOSEC,Syncope,4
PRILOSEC,Gastroenteritis viral,4
PRILOSEC,Herpes zoster,4
PRILOSEC,Epistaxis,4
PRIMPERAN,Anaemia,9
PRIMPERAN,Neutropenia,9
PRIMPERAN,Nausea,8
PRIMPERAN,Diarrhoea,7
PRIMPERAN,Vomiting,7
PRIMPERAN,Cholestasis,7
PRIMPERAN,Pyrexia,5
PRIMPERAN,Oedema peripheral,5
PRIMPERAN,Asthenia,5
PRIMPERAN,Tumour lysis syndrome,4
PRIMPERAN,Back pain,4
PRIMPERAN,Lymphopenia,4
PRIMPERAN,Thrombocytopenia,4
PRIMPERAN,Hepatic cytolysis,4
PRIMPERAN,Off label use,4
PRIMPERAN,Confusional state,4
PRIMPERAN,Sciatica,3
PRIMPERAN,Arthralgia,3
PRIMPERAN,Death,3
PRIMPERAN,Acute kidney injury,3
PRIMPERAN,Bronchitis,3
PRIMPERAN,White blood cell count decreased,3
PRIMPERAN,Paraesthesia,3
PRIMPERAN,Dizziness,3
PRIMPERAN,Pancytopenia,3
PRIMPERAN,Renal impairment,3
PRIMPERAN,Rash,3
PRIMPERAN,Tongue injury,3
PRIMPERAN,Cardiac failure,3
PRIMPERAN,Facial bones fracture,3
PRIMPERAN,Pulmonary oedema,3
PRIMPERAN,Asphyxia,3
PRIMPERAN,Contusion,3
PRIMPERAN,Seizure,3
PRIMPERAN,Arteriosclerosis,3
PRIMPERAN,Overdose,3
PRIMPERAN,General physical health deterioration,2
PRIMPERAN,Leukopenia,2
PRIMPERAN,Mucormycosis,2
PRIMPERAN,Pulmonary mucormycosis,2
PRIMPERAN,Skin lesion,2
PRIMPERAN,Optic nerve cupping,2
PRIMPERAN,Rhinovirus infection,2
PRIMPERAN,Facial paralysis,2
PRIMPERAN,Neuralgia,2
PRIMPERAN,Hyperphosphataemia,2
PRIMPERAN,Cataract,2
PRIMPERAN,Escherichia infection,2
PRIMPERAN,Aspergillus infection,2
PRIMPERAN,Blood lactate dehydrogenase increased,2
PRIVIGEN,Off label use,16
PRIVIGEN,No adverse event,13
PRIVIGEN,Dyspnoea,10
PRIVIGEN,Chills,10
PRIVIGEN,Headache,6
PRIVIGEN,Pyrexia,6
PRIVIGEN,Malaise,5
PRIVIGEN,Nausea,4
PRIVIGEN,Anaphylactic reaction,4
PRIVIGEN,Dizziness,4
PRIVIGEN,Pneumonia,4
PRIVIGEN,Gait disturbance,4
PRIVIGEN,Septic shock,4
PRIVIGEN,Drug ineffective for unapproved indication,4
PRIVIGEN,Neuropathy peripheral,4
PRIVIGEN,Hypotension,4
PRIVIGEN,Throat tightness,4
PRIVIGEN,Chest pain,4
PRIVIGEN,Erythema,4
PRIVIGEN,Cough,4
PRIVIGEN,Tremor,4
PRIVIGEN,Hypertension,4
PRIVIGEN,Arthralgia,4
PRIVIGEN,Neutropenia,4
PRIVIGEN,Asthenia,4
PRIVIGEN,Heart rate increased,3
PRIVIGEN,Vomiting,3
PRIVIGEN,Pain in extremity,3
PRIVIGEN,Flushing,3
PRIVIGEN,Back pain,3
PRIVIGEN,Fall,3
PRIVIGEN,Mobility decreased,3
PRIVIGEN,Heart transplant rejection,3
PRIVIGEN,Candida infection,3
PRIVIGEN,General physical health deterioration,3
PRIVIGEN,Enterobacter bacteraemia,3
PRIVIGEN,Proteus infection,3
PRIVIGEN,Fungaemia,3
PRIVIGEN,Chronic kidney disease,3
PRIVIGEN,Malnutrition,3
PRIVIGEN,Respiratory disorder,3
PRIVIGEN,Cytomegalovirus infection,3
PRIVIGEN,Localised infection,3
PRIVIGEN,Cardiogenic shock,3
PRIVIGEN,C-reactive protein abnormal,3
PRIVIGEN,Rash,3
PRIVIGEN,Drug intolerance,3
PRIVIGEN,Ischaemic stroke,3
PRIVIGEN,Diarrhoea,3
PRIVIGEN,COVID-19,3
PROAIR HFA,COVID-19,39
PROAIR HFA,Product dose omission issue,35
PROAIR HFA,Pain,31
PROAIR HFA,Fatigue,29
PROAIR HFA,Sinusitis,28
PROAIR HFA,Urinary tract infection,26
PROAIR HFA,Headache,24
PROAIR HFA,Fall,22
PROAIR HFA,Pneumonia,21
PROAIR HFA,Influenza,18
PROAIR HFA,Illness,17
PROAIR HFA,Bronchitis,17
PROAIR HFA,Anxiety,16
PROAIR HFA,Nasopharyngitis,15
PROAIR HFA,Anhedonia,15
PROAIR HFA,Emotional distress,15
PROAIR HFA,Inappropriate schedule of product administration,14
PROAIR HFA,Respiratory tract infection,14
PROAIR HFA,Upper respiratory tract infection,14
PROAIR HFA,Nausea,13
PROAIR HFA,Ear infection,13
PROAIR HFA,Dyspnoea,13
PROAIR HFA,Asthma,13
PROAIR HFA,Rash,12
PROAIR HFA,Malaise,12
PROAIR HFA,Insurance issue,12
PROAIR HFA,Arthralgia,11
PROAIR HFA,Seasonal allergy,11
PROAIR HFA,Weight increased,11
PROAIR HFA,Asthenia,11
PROAIR HFA,Depression,10
PROAIR HFA,Osteoporosis,10
PROAIR HFA,Back pain,10
PROAIR HFA,Pruritus,10
PROAIR HFA,Pyrexia,10
PROAIR HFA,Cystitis,9
PROAIR HFA,Pain in extremity,9
PROAIR HFA,Infusion site erythema,9
PROAIR HFA,Weight decreased,8
PROAIR HFA,Infusion site pain,8
PROAIR HFA,Gastroenteritis viral,8
PROAIR HFA,Product use issue,8
PROAIR HFA,Needle issue,8
PROAIR HFA,Infusion site swelling,8
PROAIR HFA,Migraine,8
PROAIR HFA,Muscle spasms,7
PROAIR HFA,Drug ineffective,7
PROAIR HFA,Dizziness,7
PROAIR HFA,Foot fracture,7
PROAIR HFA,Infusion site extravasation,7
PROBIOTICS NOS,Off label use,12
PROBIOTICS NOS,Product dose omission issue,10
PROBIOTICS NOS,Diarrhoea,10
PROBIOTICS NOS,Rash,10
PROBIOTICS NOS,Weight decreased,8
PROBIOTICS NOS,Lower respiratory tract infection,8
PROBIOTICS NOS,Pulmonary pain,8
PROBIOTICS NOS,Knee arthroplasty,8
PROBIOTICS NOS,Abdominal discomfort,8
PROBIOTICS NOS,Overdose,8
PROBIOTICS NOS,Intentional product misuse,8
PROBIOTICS NOS,Obesity,8
PROBIOTICS NOS,Drug abuse,8
PROBIOTICS NOS,Arthropathy,7
PROBIOTICS NOS,Amyloid arthropathy,7
PROBIOTICS NOS,Nausea,6
PROBIOTICS NOS,Pruritus,6
PROBIOTICS NOS,Insomnia,5
PROBIOTICS NOS,Fatigue,5
PROBIOTICS NOS,Dizziness,5
PROBIOTICS NOS,Sinusitis,4
PROBIOTICS NOS,COVID-19,4
PROBIOTICS NOS,Pneumonia,4
PROBIOTICS NOS,Hypersensitivity,4
PROBIOTICS NOS,Fall,4
PROBIOTICS NOS,Pyrexia,3
PROBIOTICS NOS,Asthma,3
PROBIOTICS NOS,Pain,3
PROBIOTICS NOS,Feeling abnormal,3
PROBIOTICS NOS,Back pain,3
PROBIOTICS NOS,Pain in extremity,3
PROBIOTICS NOS,Asthenia,3
PROBIOTICS NOS,Constipation,3
PROBIOTICS NOS,Malaise,3
PROBIOTICS NOS,Urinary tract infection,3
PROBIOTICS NOS,Bronchitis,3
PROBIOTICS NOS,Infection,3
PROBIOTICS NOS,Dyspnoea,3
PROBIOTICS NOS,Hypoxia,3
PROBIOTICS NOS,Dry skin,3
PROBIOTICS NOS,Drug ineffective,3
PROBIOTICS NOS,Inappropriate schedule of product administration,3
PROBIOTICS NOS,Conjunctivitis,2
PROBIOTICS NOS,Swelling,2
PROBIOTICS NOS,Muscular weakness,2
PROBIOTICS NOS,Rheumatoid arthritis,2
PROBIOTICS NOS,Erythema,2
PROBIOTICS NOS,Arthralgia,2
PROBIOTICS NOS,Atrial fibrillation,2
PROBIOTICS NOS,Muscle spasms,2
PROCHLORPERAZINE,Nausea,11
PROCHLORPERAZINE,Fatigue,10
PROCHLORPERAZINE,Diarrhoea,10
PROCHLORPERAZINE,Febrile neutropenia,9
PROCHLORPERAZINE,Pain,7
PROCHLORPERAZINE,Vomiting,7
PROCHLORPERAZINE,Asthenia,6
PROCHLORPERAZINE,Decreased appetite,6
PROCHLORPERAZINE,Dehydration,6
PROCHLORPERAZINE,Pyrexia,5
PROCHLORPERAZINE,Constipation,5
PROCHLORPERAZINE,COVID-19,5
PROCHLORPERAZINE,White blood cell count decreased,5
PROCHLORPERAZINE,Neutrophil count decreased,5
PROCHLORPERAZINE,Pneumonia,4
PROCHLORPERAZINE,Platelet count decreased,4
PROCHLORPERAZINE,Headache,4
PROCHLORPERAZINE,Abdominal discomfort,4
PROCHLORPERAZINE,Weight decreased,4
PROCHLORPERAZINE,Abdominal pain,4
PROCHLORPERAZINE,Death,4
PROCHLORPERAZINE,Malignant neoplasm progression,4
PROCHLORPERAZINE,Alanine aminotransferase increased,4
PROCHLORPERAZINE,Cytokine release syndrome,4
PROCHLORPERAZINE,Dizziness,3
PROCHLORPERAZINE,Oropharyngeal pain,3
PROCHLORPERAZINE,Red blood cell count decreased,3
PROCHLORPERAZINE,Arthralgia,3
PROCHLORPERAZINE,Product use issue,3
PROCHLORPERAZINE,Aspartate aminotransferase increased,3
PROCHLORPERAZINE,Bronchitis,3
PROCHLORPERAZINE,Gastrointestinal disorder,3
PROCHLORPERAZINE,Anxiety,2
PROCHLORPERAZINE,Blood creatinine increased,2
PROCHLORPERAZINE,Malaise,2
PROCHLORPERAZINE,Thrombocytopenia,2
PROCHLORPERAZINE,Sinusitis,2
PROCHLORPERAZINE,Abdominal distension,2
PROCHLORPERAZINE,Neuropathy peripheral,2
PROCHLORPERAZINE,Haemophagocytic lymphohistiocytosis,2
PROCHLORPERAZINE,Skin disorder,2
PROCHLORPERAZINE,Gait disturbance,2
PROCHLORPERAZINE,Septic shock,2
PROCHLORPERAZINE,Bacteraemia,2
PROCHLORPERAZINE,Abdominal pain upper,2
PROCHLORPERAZINE,Liver abscess,2
PROCHLORPERAZINE,Thrombosis,2
PROCHLORPERAZINE,Dyspnoea,2
PROCHLORPERAZINE,Syncope,2
PROCHLORPERAZINE,Hyperphosphataemia,2
PROGESTERONE,Nausea,8
PROGESTERONE,COVID-19,8
PROGESTERONE,Sinusitis,8
PROGESTERONE,Headache,8
PROGESTERONE,Dizziness,7
PROGESTERONE,Diarrhoea,6
PROGESTERONE,Product dose omission issue,6
PROGESTERONE,Fatigue,6
PROGESTERONE,Pain in extremity,6
PROGESTERONE,Drug hypersensitivity,5
PROGESTERONE,Oropharyngeal pain,5
PROGESTERONE,Influenza,5
PROGESTERONE,Nasopharyngitis,5
PROGESTERONE,Dyspnoea,5
PROGESTERONE,Urinary tract infection,4
PROGESTERONE,Seasonal allergy,4
PROGESTERONE,Weight decreased,4
PROGESTERONE,Upper respiratory tract infection,4
PROGESTERONE,Off label use,4
PROGESTERONE,Inappropriate schedule of product administration,4
PROGESTERONE,Feeling abnormal,4
PROGESTERONE,Foetal exposure during pregnancy,4
PROGESTERONE,Exposure during pregnancy,3
PROGESTERONE,Pruritus,3
PROGESTERONE,Depression,3
PROGESTERONE,Bronchitis,3
PROGESTERONE,Respiratory tract infection,3
PROGESTERONE,Cough,3
PROGESTERONE,Heart rate increased,3
PROGESTERONE,Pneumonia,3
PROGESTERONE,Pain,3
PROGESTERONE,Syncope,3
PROGESTERONE,Anxiety,3
PROGESTERONE,Drug ineffective,3
PROGESTERONE,Hot flush,3
PROGESTERONE,Malaise,3
PROGESTERONE,Vaginal haemorrhage,3
PROGESTERONE,Maternal exposure during pregnancy,3
PROGESTERONE,Vomiting,3
PROGESTERONE,Frenulum breve,3
PROGESTERONE,Congenital genital malformation,3
PROGESTERONE,Burning sensation,3
PROGESTERONE,Monoplegia,3
PROGESTERONE,Premature labour,2
PROGESTERONE,Polyp,2
PROGESTERONE,Needle issue,2
PROGESTERONE,Infusion site erythema,2
PROGESTERONE,Injection site pain,2
PROGESTERONE,Pyrexia,2
PROGESTERONE,Insomnia,2
PROGRAF,Nausea,6
PROGRAF,Off label use,6
PROGRAF,Sepsis,5
PROGRAF,Anaemia,4
PROGRAF,Platelet count decreased,4
PROGRAF,Pyrexia,4
PROGRAF,Headache,4
PROGRAF,Interstitial lung disease,4
PROGRAF,Maternal exposure during pregnancy,4
PROGRAF,Lung neoplasm malignant,3
PROGRAF,Seizure,3
PROGRAF,Altered state of consciousness,3
PROGRAF,Hepatic function abnormal,3
PROGRAF,Malaise,3
PROGRAF,Dyspnoea,3
PROGRAF,Symptom recurrence,3
PROGRAF,Exposure via breast milk,3
PROGRAF,Low birth weight baby,3
PROGRAF,Product use in unapproved indication,3
PROGRAF,Diarrhoea,3
PROGRAF,Vomiting,3
PROGRAF,Inappropriate schedule of product administration,3
PROGRAF,Neutropenia,3
PROGRAF,Oesophageal candidiasis,3
PROGRAF,Product dose omission issue,2
PROGRAF,Renal impairment,2
PROGRAF,Obstructive airways disorder,2
PROGRAF,White blood cell count decreased,2
PROGRAF,Haemophagocytic lymphohistiocytosis,2
PROGRAF,Lymphadenopathy,2
PROGRAF,Decubitus ulcer,2
PROGRAF,Gastrointestinal haemorrhage,2
PROGRAF,Meningitis bacterial,2
PROGRAF,Faeces discoloured,2
PROGRAF,Acute kidney injury,2
PROGRAF,Diverticulum intestinal haemorrhagic,2
PROGRAF,Hypertension,2
PROGRAF,Hypercholesterolaemia,2
PROGRAF,Diabetes mellitus,2
PROGRAF,Tumour rupture,2
PROGRAF,Metastases to liver,2
PROGRAF,Breast cancer metastatic,2
PROGRAF,Maternal exposure during breast feeding,2
PROGRAF,Therapeutic product effect incomplete,2
PROGRAF,Myasthenia gravis crisis,2
PROGRAF,Fatigue,2
PROGRAF,Apgar score low,2
PROGRAF,Premature baby,2
PROGRAF,Abdominal pain,2
PROGRAF,Asthenia,2
PROLIA,Fatigue,24
PROLIA,Off label use,18
PROLIA,Diarrhoea,17
PROLIA,Pain,14
PROLIA,Fall,13
PROLIA,Pain in extremity,13
PROLIA,Nausea,13
PROLIA,Urinary tract infection,12
PROLIA,COVID-19,12
PROLIA,Anaemia,11
PROLIA,Hypocalcaemia,11
PROLIA,Back pain,10
PROLIA,Dyspnoea,10
PROLIA,Headache,9
PROLIA,Vomiting,9
PROLIA,Arthralgia,9
PROLIA,Weight increased,8
PROLIA,Osteonecrosis of jaw,8
PROLIA,Decreased appetite,8
PROLIA,Product dose omission issue,8
PROLIA,Weight decreased,8
PROLIA,Osteoporosis,7
PROLIA,Rash,7
PROLIA,Mucosal inflammation,6
PROLIA,Sinusitis,6
PROLIA,Emotional distress,6
PROLIA,Gait disturbance,6
PROLIA,Abdominal pain upper,6
PROLIA,Bone pain,6
PROLIA,Asthenia,6
PROLIA,Hypomagnesaemia,6
PROLIA,Hypophosphataemia,6
PROLIA,Peripheral swelling,5
PROLIA,Malaise,5
PROLIA,Skin laceration,5
PROLIA,Illness,5
PROLIA,Neuropathy peripheral,5
PROLIA,Inappropriate schedule of product administration,5
PROLIA,Abdominal discomfort,5
PROLIA,Diverticulitis,5
PROLIA,Hypokalaemia,5
PROLIA,Blood creatinine increased,5
PROLIA,Dizziness,5
PROLIA,Arthritis,5
PROLIA,Osteoarthritis,4
PROLIA,Hot flush,4
PROLIA,Influenza like illness,4
PROLIA,Cerebrovascular accident,4
PROLIA,Road traffic accident,4
PROLIA,Head injury,4
PROMETHAZINE,Pain,17
PROMETHAZINE,Nausea,13
PROMETHAZINE,Anxiety,13
PROMETHAZINE,Anhedonia,13
PROMETHAZINE,Emotional distress,12
PROMETHAZINE,Headache,8
PROMETHAZINE,Depression,8
PROMETHAZINE,Sinusitis,8
PROMETHAZINE,Osteoporosis,7
PROMETHAZINE,Chronic kidney disease,7
PROMETHAZINE,Pneumonia,7
PROMETHAZINE,Fatigue,7
PROMETHAZINE,Neutrophil count decreased,7
PROMETHAZINE,COVID-19,7
PROMETHAZINE,Dizziness,6
PROMETHAZINE,Upper respiratory tract infection,6
PROMETHAZINE,Fall,5
PROMETHAZINE,Vomiting,5
PROMETHAZINE,Osteopenia,5
PROMETHAZINE,Renal failure,5
PROMETHAZINE,Diarrhoea,5
PROMETHAZINE,Dyspnoea,5
PROMETHAZINE,Pyrexia,5
PROMETHAZINE,Neutropenia,5
PROMETHAZINE,Rash,4
PROMETHAZINE,Herpes zoster,4
PROMETHAZINE,Hyponatraemia,4
PROMETHAZINE,Urinary tract infection,4
PROMETHAZINE,Bone demineralisation,4
PROMETHAZINE,Acute kidney injury,4
PROMETHAZINE,Disease progression,4
PROMETHAZINE,Anaemia,4
PROMETHAZINE,Pain in extremity,4
PROMETHAZINE,Hypersensitivity,4
PROMETHAZINE,Nephrolithiasis,3
PROMETHAZINE,Memory impairment,3
PROMETHAZINE,Multiple sclerosis relapse,3
PROMETHAZINE,Weight increased,3
PROMETHAZINE,Economic problem,3
PROMETHAZINE,Bone loss,3
PROMETHAZINE,Quality of life decreased,3
PROMETHAZINE,Infection,3
PROMETHAZINE,Product dose omission issue,3
PROMETHAZINE,Oropharyngeal pain,3
PROMETHAZINE,Mobility decreased,3
PROMETHAZINE,Small intestinal obstruction,3
PROMETHAZINE,Gait disturbance,3
PROMETHAZINE,Bone pain,3
PROMETHAZINE,Alopecia,3
PROMETHAZINE,Pruritus,3
PROPOFOL,Anaphylactic shock,34
PROPOFOL,Acute generalised exanthematous pustulosis,15
PROPOFOL,Hypotension,10
PROPOFOL,Off label use,9
PROPOFOL,Drug reaction with eosinophilia and systemic symptoms,7
PROPOFOL,Pyrexia,6
PROPOFOL,Multiple organ dysfunction syndrome,6
PROPOFOL,Bradycardia,6
PROPOFOL,Cardiogenic shock,6
PROPOFOL,Lactic acidosis,6
PROPOFOL,Diarrhoea,5
PROPOFOL,Vomiting,5
PROPOFOL,Ascites,5
PROPOFOL,Cardiac arrest,5
PROPOFOL,Tachypnoea,4
PROPOFOL,Pneumonia aspiration,4
PROPOFOL,Pneumonia,4
PROPOFOL,Intestinal ischaemia,4
PROPOFOL,Increased bronchial secretion,4
PROPOFOL,Dyspnoea,4
PROPOFOL,Rhabdomyolysis,4
PROPOFOL,Hepatic cytolysis,4
PROPOFOL,Urticaria,4
PROPOFOL,Leukopenia,4
PROPOFOL,Neutropenia,4
PROPOFOL,Renal failure,4
PROPOFOL,Septic shock,3
PROPOFOL,Liver disorder,3
PROPOFOL,Stoma closure,3
PROPOFOL,Interstitial lung disease,3
PROPOFOL,Bronchial disorder,3
PROPOFOL,Secretion discharge,3
